date,open,high,low,close,volume,adj_close
2025-08-20,227.12,227.27,220.92,223.81,36604173,223.81
2025-08-21,222.65,222.78,220.5,221.95,32140459,221.95
2025-08-22,222.79,229.14,220.82,228.84,37315341,228.84
