date,open,high,low,close,volume,adj_close
2025-08-20,747.57,750.2,731.0,747.72,11897819,747.72
2025-08-21,744.7,745.5,733.11,739.1,8875944,739.1
2025-08-22,739.23,756.9,734.39,754.79,10612550,754.79
