date,open,high,low,close,volume,adj_close
2025-08-20,1218.0,1223.0,1193.31,1213.86,2433615,1213.86
2025-08-21,1211.43,1221.4,1197.64,1206.21,2047050,1206.21
2025-08-22,1208.88,1213.62,1198.23,1204.65,3127962,1204.65
