date,open,high,low,close,volume,adj_close
2024-01-02,1715.0,1718.19,1678.1,1685.01,32156,1685.01
2024-01-03,1681.11,1695.22,1676.33,1694.0,20229,1694.0
2024-01-04,1693.0,1693.0,1662.93,1669.0,21551,1669.0
2024-01-05,1661.33,1678.66,1652.11,1663.36,20243,1663.36
2024-01-08,1661.0,1662.0,1640.01,1643.99,25586,1643.99
2024-01-09,1641.01,1652.32,1635.07,1641.0,24412,1641.0
2024-01-10,1641.1,1659.46,1638.0,1641.5,17351,1641.5
2024-01-11,1640.1,1657.94,1638.06,1646.57,16441,1646.57
2024-01-12,1639.97,1651.26,1639.4,1643.06,11603,1643.06
2024-01-15,1635.0,1654.97,1634.45,1640.0,17854,1640.0
2024-01-16,1638.5,1647.0,1624.94,1639.43,25903,1639.43
2024-01-17,1630.0,1635.48,1577.0,1577.0,51633,1577.0
2024-01-18,1574.0,1612.8,1555.55,1610.87,60440,1610.87
2024-01-19,1608.87,1638.01,1600.88,1635.0,46378,1635.0
2024-01-22,1629.0,1643.0,1618.88,1642.0,46946,1642.0
2024-01-23,1632.01,1639.95,1609.0,1619.0,34835,1619.0
2024-01-24,1629.0,1633.84,1603.56,1626.0,33216,1626.0
2024-01-25,1626.82,1641.0,1622.0,1638.0,31206,1638.0
2024-01-26,1630.36,1644.1,1623.0,1637.32,26955,1637.32
2024-01-29,1640.3,1660.58,1640.29,1650.0,31421,1650.0
2024-01-30,1649.98,1649.98,1610.0,1613.0,30866,1613.0
2024-01-31,1613.0,1619.97,1598.13,1604.91,29649,1604.91
2024-02-01,1605.5,1623.89,1601.0,1610.03,26485,1610.03
2024-02-02,1615.0,1627.78,1581.0,1596.0,39382,1596.0
2024-02-05,1596.0,1637.44,1595.25,1630.01,53130,1630.01
2024-02-06,1630.01,1685.48,1626.1,1676.0,52472,1676.0
2024-02-07,1681.03,1714.59,1661.61,1710.99,52601,1710.99
2024-02-08,1720.01,1725.0,1685.0,1706.0,46757,1706.0
